Id,Neg,Pos,Review
255,環境	交通	價格,,"因為 c
去 v
長壽路 x
辦事 x
， x
於是 x
訂 v
了 ul
這個 x
酒店 n
， x
但 c
卻是 x
我 r
在 p
上海 ns
住 v
過 ug
的 uj
最 a
差勁 x
的 uj
酒店 n
！ x
酒店 n
是 v
單棟 nr
建築 x
， x
周邊 x
沒有 x
綠化 x
等 u
任何 r
美化 ns
的 uj
環境 x
。 x
門口 x
叫 v
車 n
超級 x
難 zg
， x
因為 c
上海 ns
的 uj
司機 x
不知 v
為 zg
什麼 x
在 p
這個 x
酒店 n
附近 f
都 d
不 d
停車 x
， x
只有 c
當 p
有 v
乘客 n
正好 a
在 p
這個 x
位置 v
下車時 x
才能 v
叫 v
到 v
， x
在 p
門口 x
吹風 x
真是 d
冷 a
死 v
凍死 x
！ x
大堂 n
在 p
六樓 x
， x
樓下 x
沒有 x
停車場 x
， x
地下室 n
停車場 x
很小 a
， x
高級 x
大 a
床間 n
很小 a
又 d
不 d
方正 nr
， x
是 v
個 q
三角形 n
的 uj
結構 x
， x
床 n
對 p
著門 n
， x
躺 v
在 p
床上 n
有 v
一種 x
很 d
不 d
安全 an
的 uj
感覺 x
， x
因為 c
一 m
開門 x
就 d
看到 v
人 n
， x
難道 x
攜程 x
預訂 x
的 uj
就 d
只能 v
排 v
這種 x
房間 x
？ x
！ x
房間 x
的 uj
設施 x
設備 x
勉強 x
三星 nz
， x
將近 x
六百塊 x
一 m
晚 tg
真的 d
很 zg
划不來 x
， x
下次 t
絕對 x
不會 x
再 d
踏入 v
這個 x
酒店 n
， x
也 d
會 v
和 c
朋友 n
說 v
到 v
上海 ns
千萬 x
不要 df
住 v
這個 x
酒店 n
， x
性價比 x
太 d
低 a
了 ul
！ x
！ x
！ x"
256,環境,交通,"位置 v
很 d
好 a
， x
在 p
中山 ns
廣場 x
和卓展 nr
廣場 x
附近 f
， x
有 v
超市 v
， x
但是 c
酒店 n
房間 x
較 d
小 a
， x
設施 x
老 a
舊 a
， x
有 v
很大 a
味道 n
， x
早餐 n
還好 x
。 x"
258,環境,,"住 v
了 ul
一次 m
， x
還 x
算 v
可以 c
。 x
不過 x
攜程 x
的 uj
房間 x
一向 d
不好 d"
259,環境	服務,,"不 d
知道 v
該 x
酒店 n
如何 r
區分 x
大床 n
與 p
標間 n
？ x
？ x
？ x
床 n
和 c
普通 nz
標間 n
的 uj
床 n
差不多 l
大小 b
， x
說 v
是 v
商務 x
房間 x
結果 x
安排 v
在 p
一樓 x
， x
如何 r
讓 x
商務 x
客人 n
安心 v
休息 v
？ x
？ x"
261,價格,,"該 x
酒店 n
很 d
差 a
, x
服務 x
實在 x
無法 x
忍耐 v
, x
屬於 x
老土 n
級 zg
酒店 n
, x
四星級 x
價格 x
, x
比 p
附近 f
的 uj
安陽 x
賓館 x
和 c
中原 ns
賓館 x
差遠了 x
. x
價格 x
還 d
貴 a
, x
下次 t
不會 x
住 v
. m"
262,環境,,"對 x
了 ul
， x
前面 f
的 uj
說 v
插 v
鑰匙 x
的 uj
那 r
東西 x
要 v
拍 v
一下 m
才 d
起 v
作用 v
不 d
新鮮 x
， x
我 r
每次 r
都 d
是 v
這麼 x
做 v
的 uj
， x
最 d
搞笑 v
的 uj
是 v
我 r
把 p
卡 nr
拔下來 x
了 ul
， x
電 zg
還是 x
沒有 x
斷 x
。 x
樓 zg
後面 x
正在 t
施工 vn
， x
推土機 x
， x
打樁機 x
， x
汽車 x
， x
還有 x
工人 n
喊叫聲 x
， x
現場感 x
太 d
強 a
了 ul
！ x
夜裡 t
也 d
不 d
休息 v
。 x
前台 n
的 uj
小組 x
的確 x
是 v
一個個 x
哭喪 x
著 v
臉 n
， x
跟 p
人家 n
欠 v
她 r
八百 m
吊 zg
一樣 x
給 zg
大堂 n
副理 n
在 p
不同 a
時段 x
打 v
了 ul
Ｎ x
次 q
電話 x
， x
從來 x
就 d
沒人 v
接過 x
． x"
263,交通,環境,"房間 x
環境 x
很 zg
乾淨 x
， x
就是 d
地方 n
不算 v
是 v
特別 x
好找 v
， x
呵呵 v
。 x"
264,環境,服務,"總體 x
還 x
行 zg
， x
在 p
景區 x
邊 x
, x
環境 x
和 c
空氣 x
都 d
是 v
不錯 x
的 uj
， x
不過 x
我們 x
去 v
的 uj
時候 x
還 d
在 p
改建 v
( x
好像 v
去年 t
就 d
的 uj
擴建 x
了 ul
， x
怎麼 x
這麼 x
長時間 x
啊 zg
) x
， x
環境 x
就 d
打 v
了 ul
折扣 v
了 ul
。 x
我們 x
住 v
的 uj
麗景樓 nr
三 m
樓頂 x
頭 zg
好像 v
是 v
319 m
室 n
， x
窗口 s
對 p
的 uj
不知 v
是 v
什麼 x
機房 x
， x
有 v
嗡嗡聲 x
， x
影響 x
休息 v
， x
與 zg
服務 x
台 q
反映 v
後 nr
換 v
了 ul
房間 x
。 x
餐廳 x
菜 n
的 uj
品種 x
少 a
， x
味道 n
一般 a
。 x
等 u
改建 v
好 a
了 ul
後 nr
， x
應該 x
是 v
個 q
不錯 x
的 uj
住地 n
。 x"
265,餐廳,,"酒店 n
比較 x
一般 a
， x
隔音 n
不是 c
很 d
好 a
， x
比較 x
令人 nrt
不滿 x
的 uj
是 v
早餐 n
， x
口味 n
及 c
品種 x
皆 d
不 d
理想 n
， x
希望 v
能夠 x
改進 x
。 x"
266,,餐廳	交通	環境,"1 x
。 x
環境 x
不錯 x
， x
不遠 x
就是 d
三峽 x
廣場 x
， x
無聊 x
可以 c
去 v
看看 v
美女 n
2 x
。 x
早餐 n
， x
贊 x
！ x
3 x
。 x
結帳 x
速度 n
較慢 x
總的來說 x
， x
還是 x
不錯 x
的 uj"
268,環境	服務,,"這 zg
酒店 n
的 uj
管理 vn
實在太 x
有 v
毛病 n
了 ul
! x
10.22 m
號 m
通過 x
攜程 x
訂 n
1 m
晚 t
. m
等 u
要續 v
房 n
的 uj
時候 x
說 zg
房間 x
滿 x
? x
! x
! x
沒有 x
任何 r
提前 v
的 uj
告知 v
, x
人 n
還 d
沒 d
走 v
就 d
把 p
房間 x
租給 x
別人 x
？ x
! x"
269,環境	價格,,"攜程 x
價格 x
360 m
元 m
/ x
間 zg
， x
我 r
看到 v
同時 x
結帳 x
的 uj
其他 r
客人 n
是 v
298 m
元 m
。 x
攜程 x
告訴 x
我 r
是 v
四星 nz
， x
我 r
看到 v
的 uj
是 v
比 p
錦江 x
之 u
星 n
更 d
糟糕 a
的 uj
房間 x
， x
電梯間 x
油漆 n
剝落 x
， x
浴室 n
不 d
? x
鋼管 x
? x
了 ul
， x
肯定 v
是 v
沒有 x
星級 x
的 uj
。 x
地方 n
也 d
在 p
一個 x
弄堂 n
裡 zg
。 x
我 r
住 v
的 uj
是 v
1512 m
房間 x
。 x
唯一 b
多 m
的 uj
是 v
韓國 x
人 n
進出 x
頻繁 x
。 x
建議 x
攜程 x
與 p
該 r
酒店 n
好好 d
交涉 v
。 x
我 r
是 v
已經 x
和 c
大堂 n
投訴 x
過 ug
了 ul
， x
這樣 x
的 uj
房間 x
是 v
根本 a
不值 n
360 m
元 m
的 uj
價錢 x
的 uj
。 x
攜程 x
應 x
到 v
酒店 n
實地 x
勘查 vn
後 nr
再 d
向 p
客人 n
推薦 x
。 x"
270,環境,服務,"酒店 n
空調 x
有 v
問題 x
! x
蚊子 n
太 d
多 m
! x
簡直 x
無法 x
入睡 v
! x
! x
! x
服務員 x
的 uj
態度 x
還 x
不錯 x
的 uj
! x"
271,,環境	交通	服務	餐廳,"裝修 x
不錯 x
， x
都 d
是 v
新 a
的 uj
。 x
服務 x
非常 d
好 a
， x
很 zg
細心 x
周到 v
。 x
在 p
保定 v
， x
中銀 x
的 uj
服務 x
給 p
我 r
留下 v
最 d
深刻 d
的 uj
印象 n
。 x
然後 x
早餐 n
是 v
自助餐 v
， x
種類 x
非常 d
多 m
質量 x
也 d
很 d
好 a
。 x
賓館 x
周邊 x
交通 n
也 d
挺 d
方便 a
， x
賓館 x
對面 x
就是 d
保定市 n
政府 n
。 x"
